,url,sentiment,isExperiential,isPolitical,isInsult,topics
1434787703783051264,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/jerviajeon/status/1434787703783051264&entry.653903203=28452&usp=pp_url
",Neutral,No,No,No,['nan']
1417829922169569285,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/PEPO63745481/status/1417829922169569285&entry.653903203=28452&usp=pp_url
",,,,,
1391454826219847681,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bengisuduran0/status/1391454826219847681&entry.653903203=28452&usp=pp_url
",Positive,Yes,No,No,['nan']
1595761458318565376,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mahmut97475946/status/1595761458318565376&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Election']"
1580477129904427008,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/34CM06/status/1580477129904427008&entry.653903203=28452&usp=pp_url
",Negative,No,Yes,Yes,['Crime&justice']
1567256445179117570,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mynet/status/1567256445179117570&entry.653903203=28452&usp=pp_url
",Neutral,No,Yes,No,"['News', 'Nationalsecurity']"
1585766233491886081,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ekalkanli2023/status/1585766233491886081&entry.653903203=28452&usp=pp_url
",Negative,No,Yes,No,"['Corruption', 'Crime&justice']"
1543355225645400064,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/selahattinsmt/status/1543355225645400064&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,No,['Unemployment']
1382807553801871362,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/EBRARERDEN12/status/1382807553801871362&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['nan']
1597976769596125184,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HaberHabire/status/1597976769596125184&entry.653903203=28452&usp=pp_url
",Neutral,No,Yes,No,['News']
1585329410718437377,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/allikanpara/status/1585329410718437377&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,['nan']
1556753921657503744,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Chpkyakailcebsk/status/1556753921657503744&entry.653903203=28452&usp=pp_url
",Neutral,No,No,No,['News']
1596551589593903107,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/KemalEzgi60/status/1596551589593903107&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['nan']
1594242562537443331,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/300ccc300/status/1594242562537443331&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Crime&justice']
1596938028785618945,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Smyy_612/status/1596938028785618945&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1388235183653011462,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/tbzoc/status/1388235183653011462&entry.653903203=28452&usp=pp_url
",Neutral,Yes,No,No,['Sports']
1595115980182925312,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/meliha_ozgun/status/1595115980182925312&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1597271284949610496,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hakhukcu/status/1597271284949610496&entry.653903203=28452&usp=pp_url
",Positive,Yes,No,No,['nan']
1586699153719140354,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ramazan90293492/status/1586699153719140354&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,No,"['Economy', 'Inflation&poverty']"
1597983925225525249,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ErdiBurakMaden1/status/1597983925225525249&entry.653903203=28452&usp=pp_url
",Negative,No,Yes,No,"['Corruption', 'Education']"
1555587866721484802,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ErsinErchin/status/1555587866721484802&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,"['News', 'Crime&justice']"
1573765108785872897,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Reiscidir__/status/1573765108785872897&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,"['Corruption', 'Crime&justice', 'Terrorism', 'Nationalsecurity']"
1589659363693633536,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/abdllh_ydk/status/1589659363693633536&entry.653903203=28452&usp=pp_url
",Negative,No,Yes,No,"['Crime&justice', 'Terrorism', 'Nationalsecurity']"
1378716971169157122,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/sametpol/status/1378716971169157122&entry.653903203=28452&usp=pp_url
",,,,,
1585185133841518595,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Konyal29012273/status/1585185133841518595&entry.653903203=28452&usp=pp_url
",Negative,No,Yes,Yes,"['Corruption', 'Election', 'Crime&justice']"
1592120408073203712,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/shingensbanner/status/1592120408073203712&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,['Crime&justice']
1597617437582983168,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/agagaggq/status/1597617437582983168&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1590337934573834241,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/osmansonmez19/status/1590337934573834241&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1590572037734825985,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/NrbyClk/status/1590572037734825985&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,"['Corruption', 'Democracy']"
1588568792984346624,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Maviruh_/status/1588568792984346624&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,"['Unemployment', 'Education']"
1571966189764579332,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ghostsolgiers/status/1571966189764579332&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,['nan']
1590614357662388224,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HasanGvenMert1/status/1590614357662388224&entry.653903203=28452&usp=pp_url
",Neutral,Yes,No,No,['nan']
1543992410610491399,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ekpss6565/status/1543992410610491399&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,"['Unemployment', 'Education']"
1388232389009281030,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/EbrarKa31087199/status/1388232389009281030&entry.653903203=28452&usp=pp_url
",Negative,No,No,No,['Health']
1347472320571592704,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/shrek4200/status/1347472320571592704&entry.653903203=28452&usp=pp_url
",Neutral,No,No,No,['Health']
1585286211345809413,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/canozum91/status/1585286211345809413&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,No,"['Democracy', 'Crime&justice']"
1381219592408797185,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/lilpeepcik/status/1381219592408797185&entry.653903203=28452&usp=pp_url
",Neutral,No,No,No,['nan']
1415032260571680768,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/savasxozkan/status/1415032260571680768&entry.653903203=28452&usp=pp_url
",Neutral,Yes,No,No,['Sports']
1591797089134338048,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/15binparamedik/status/1591797089134338048&entry.653903203=28452&usp=pp_url
",Negative,No,No,No,"['Unemployment', 'Health']"
1585216539795804160,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/anonim_yzr/status/1585216539795804160&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,No,"['Democracy', 'Nationalsecurity']"
1596193613134073856,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/banu_2023/status/1596193613134073856&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,"['Economy', 'Inflation&poverty']"
1592570838779559936,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BeritanTuran2/status/1592570838779559936&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1592440587923632128,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AzizErguven/status/1592440587923632128&entry.653903203=28452&usp=pp_url
",Neutral,Yes,No,No,['nan']
1591058133555757056,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Hak_kerem/status/1591058133555757056&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Crime&justice']"
1593689772937060353,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/haritamuh5/status/1593689772937060353&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1598011117443616769,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/melounall/status/1598011117443616769&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1364606136293486597,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Malivskyr/status/1364606136293486597&entry.653903203=28452&usp=pp_url
",Neutral,Yes,No,No,['nan']
1561482642603884545,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/alierolsun/status/1561482642603884545&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,"['Inflation&poverty', 'Unemployment', 'Democracy']"
1564926450096013313,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/sbolusonsoz/status/1564926450096013313&entry.653903203=28452&usp=pp_url
",,,,,
1595472795961532416,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/basaran_sah/status/1595472795961532416&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,"['Inflation&poverty', 'Unemployment']"
1559856274900148227,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hakan198047/status/1559856274900148227&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,"['Economy', 'Education']"
1365726640416976906,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/minminsoz/status/1365726640416976906&entry.653903203=28452&usp=pp_url
",Neutral,Yes,No,No,['nan']
1567932746034470917,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hknhkn020/status/1567932746034470917&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Crime&justice']
1593649159009099777,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ahmetbaran70/status/1593649159009099777&entry.653903203=28452&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Crime&justice']"
1583839994896330753,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mustafa38187707/status/1583839994896330753&entry.653903203=28452&usp=pp_url
",Positive,Yes,No,No,['Religion']
1584296190241562625,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BedrettinBeder/status/1584296190241562625&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,"['Unemployment', 'Education']"
1561603968534446081,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/salipazaribitti/status/1561603968534446081&entry.653903203=28452&usp=pp_url
",Neutral,No,No,No,"['Economy', 'Inflation&poverty']"
