,url,sentiment,isExperiential,isPolitical,isInsult,topics
1595357036925026306,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Zeynepvcl/status/1595357036925026306&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1573307495984013313,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/KumralduKumral/status/1573307495984013313&entry.653903203=27777&usp=pp_url
",Positive,Yes,No,No,['nan']
1353266478909444097,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/TRTAzerbaycan/status/1353266478909444097&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['News']
1585949877908869122,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nimetozdemiriyi/status/1585949877908869122&entry.653903203=27777&usp=pp_url
",Positive,Yes,Yes,No,['Election']
1379294105285484545,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/WinPAPAH1/status/1379294105285484545&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Democracy']"
1348883719810121728,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/alyynah/status/1348883719810121728&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['nan']
1584151179793432576,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mani_Depresif/status/1584151179793432576&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['News']
1577024342268837888,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HasAngarali/status/1577024342268837888&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,Yes,['nan']
1584841630682841088,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mescalituu/status/1584841630682841088&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,"['Inflation&poverty', 'Unemployment']"
1592964285206237184,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mehmetalibolat_/status/1592964285206237184&entry.653903203=27777&usp=pp_url
",Positive,No,No,No,['nan']
1589412314603626496,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Hsnacrr16/status/1589412314603626496&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Democracy']
1595123816455639040,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/10Zekeriya/status/1595123816455639040&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['Inflation&poverty', 'Unemployment']"
1566022696709885952,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/SunbulHafiz/status/1566022696709885952&entry.653903203=27777&usp=pp_url
",Positive,Yes,No,No,['nan']
1596394245874647040,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/efendi_inan/status/1596394245874647040&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,Yes,['News']
1592440587923632128,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AzizErguven/status/1592440587923632128&entry.653903203=27777&usp=pp_url
",Positive,No,Yes,No,['News']
1575476973316579329,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/avcisirvan/status/1575476973316579329&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Election']
1583361512265388034,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/olaansupeli/status/1583361512265388034&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Election']
1595114421122396162,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/CanselZiraatM/status/1595114421122396162&entry.653903203=27777&usp=pp_url
",Neutral,No,Yes,No,"['Inflation&poverty', 'Unemployment', 'Election']"
1565312596135354373,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Nursela60044416/status/1565312596135354373&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['nan']
1587364701364752384,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ayselkarakol/status/1587364701364752384&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,Yes,"['News', 'Election', 'Crime&justice']"
1586021183958704128,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/spytron/status/1586021183958704128&entry.653903203=27777&usp=pp_url
",Neutral,No,Yes,No,['Election']
1548735398251225098,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Seluk35489227/status/1548735398251225098&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['Crime&justice', 'Immigration&refugees', 'Nationalsecurity']"
1589215877458989063,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/muhendis_burcu/status/1589215877458989063&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['Inflation&poverty', 'Unemployment', 'Election']"
1597207649141264385,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/gazetesozcu/status/1597207649141264385&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['News']
1559963768372740098,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/awfhdsr6/status/1559963768372740098&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Economy', 'Inflation&poverty', 'Unemployment']"
1565715282512969731,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Tanercankesme/status/1565715282512969731&entry.653903203=27777&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1589961817883041792,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/6xFG1osU6fVEET8/status/1589961817883041792&entry.653903203=27777&usp=pp_url
",Neutral,No,Yes,No,['News']
1356926480605982728,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mucahityilmz61/status/1356926480605982728&entry.653903203=27777&usp=pp_url
",Positive,No,No,No,['nan']
1583477966373543936,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/tr3424910214991/status/1583477966373543936&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['News', 'Democracy', 'Election', 'Crime&justice', 'Nationalsecurity']"
1365332787696443395,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/XxXRehaXxX/status/1365332787696443395&entry.653903203=27777&usp=pp_url
",Neutral,Yes,No,No,['nan']
1596559763630088192,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/srod_01/status/1596559763630088192&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Economy', 'Unemployment']"
1379002724050726918,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/fortex_31/status/1379002724050726918&entry.653903203=27777&usp=pp_url
",Negative,No,No,Yes,['nan']
1588670670552313858,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mae16158/status/1588670670552313858&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['Crime&justice', 'Nationalsecurity']"
1358040400917889025,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mine__akdogan__/status/1358040400917889025&entry.653903203=27777&usp=pp_url
",Positive,No,No,No,['nan']
1594974865072726017,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/OuzhanDlek7/status/1594974865072726017&entry.653903203=27777&usp=pp_url
",Positive,No,Yes,No,['nan']
1403236898752143361,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ertek6767/status/1403236898752143361&entry.653903203=27777&usp=pp_url
",Neutral,Yes,No,No,['nan']
1551163840368414722,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/SED58417690/status/1551163840368414722&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1592596144496214018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/YusufYeni5/status/1592596144496214018&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,"['Economy', 'Foreignpolicy']"
1589993032975544320,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hasannegr/status/1589993032975544320&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,Yes,"['News', 'Democracy', 'Election']"
1562853131251118081,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/akanturker/status/1562853131251118081&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Election']
1583450484387766273,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Busenrylfz/status/1583450484387766273&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['News']
1579558096833511424,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hiranur55508054/status/1579558096833511424&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Inflation&poverty', 'Unemployment']"
1593657068522655744,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ceyhun213412/status/1593657068522655744&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Crime&justice']
1591134795379396608,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nurayytugbaa/status/1591134795379396608&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1595871258985615361,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/s_061974/status/1595871258985615361&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,"['Religion', 'Economy', 'Inflation&poverty', 'Unemployment']"
1384202688380825611,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/l0vtue/status/1384202688380825611&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['nan']
1570428119609139201,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HamitElKelle/status/1570428119609139201&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,"['News', 'Nationalsecurity', 'Foreignpolicy']"
1598028330288443392,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Arifekks/status/1598028330288443392&entry.653903203=27777&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1579126286064418816,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/turkan410/status/1579126286064418816&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,['Unemployment']
1349081777369919489,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hhazaann/status/1349081777369919489&entry.653903203=27777&usp=pp_url
",Negative,No,No,No,['nan']
1576653232323317760,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/beththemac/status/1576653232323317760&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['Unemployment']
1589234093610668033,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/_gencturk19/status/1589234093610668033&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Nationalsecurity']"
1587838569305047049,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HerkesBunu/status/1587838569305047049&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,Yes,"['Democracy', 'Election']"
1347213849112489987,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/_o1cn/status/1347213849112489987&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['nan']
1585994285438193669,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bybenn34/status/1585994285438193669&entry.653903203=27777&usp=pp_url
",Positive,No,Yes,No,['Election']
1585651759204208642,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Seyhannky/status/1585651759204208642&entry.653903203=27777&usp=pp_url
",Negative,Yes,No,No,"['Inflation&poverty', 'Unemployment', 'Health']"
1388235183653011462,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/tbzoc/status/1388235183653011462&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['Sports']
1415032260571680768,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/savasxozkan/status/1415032260571680768&entry.653903203=27777&usp=pp_url
",Positive,Yes,No,No,['Sports']
1567137357110861827,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/DevrimKRDLN/status/1567137357110861827&entry.653903203=27777&usp=pp_url
",Negative,Yes,No,No,"['Unemployment', 'Health']"
1367571642604544000,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BakiDiren/status/1367571642604544000&entry.653903203=27777&usp=pp_url
",Positive,Yes,No,No,['nan']
1427339600083791885,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/YunusGn52/status/1427339600083791885&entry.653903203=27777&usp=pp_url
",Positive,Yes,No,Yes,['Sports']
1594359400868839429,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/merveallan/status/1594359400868839429&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,['Unemployment']
1549862844212166656,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BekirSongur9/status/1549862844212166656&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['Religion']
1407828475063459842,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/54Ahsen61/status/1407828475063459842&entry.653903203=27777&usp=pp_url
",Positive,No,No,No,['nan']
1583563504203988994,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Baharsevimli01/status/1583563504203988994&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,['Crime&justice']
1591139276175163393,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ozcanorg/status/1591139276175163393&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,['Election']
1592587464384081920,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/gkslerdl/status/1592587464384081920&entry.653903203=27777&usp=pp_url
",Positive,Yes,Yes,No,['nan']
1379808387366539269,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/MVDEMIR/status/1379808387366539269&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Economy', 'Election']"
