,url,sentiment,isExperiential,isPolitical,isInsult,topics
1551143715682516992,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/isabakirci02/status/1551143715682516992&entry.653903203=28339&usp=pp_url
",Negative,Yes,Yes,No,['Unemployment']
1414937554013589504,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hobier77/status/1414937554013589504&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['nan']
1436590871160532997,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/murat_derici/status/1436590871160532997&entry.653903203=28339&usp=pp_url
",Positive,No,No,No,['nan']
1576653232323317760,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/beththemac/status/1576653232323317760&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1372590069467512839,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/oyuncu19O7/status/1372590069467512839&entry.653903203=28339&usp=pp_url
",Positive,No,No,No,"['Sports', 'Music&TV']"
1427339600083791885,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/YunusGn52/status/1427339600083791885&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['Sports']
1363226564683522051,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/SousaAngelene/status/1363226564683522051&entry.653903203=28339&usp=pp_url
",Negative,No,No,No,['nan']
1439547067337256967,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/_melek_3451/status/1439547067337256967&entry.653903203=28339&usp=pp_url
",Positive,No,No,No,['nan']
1360963010400026631,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/httpure/status/1360963010400026631&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['nan']
1595871258985615361,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/s_061974/status/1595871258985615361&entry.653903203=28339&usp=pp_url
",Negative,Yes,Yes,No,['Unemployment']
1407667846662995971,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bayaankumraalll/status/1407667846662995971&entry.653903203=28339&usp=pp_url
",Positive,No,No,No,['nan']
1588911636126920704,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Baharkrbt/status/1588911636126920704&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Crime&justice']
1597806111780134912,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/kenan32yilmaz/status/1597806111780134912&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['nan']
1363883546637701121,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/erenteknn/status/1363883546637701121&entry.653903203=28339&usp=pp_url
",Neutral,Yes,No,No,['nan']
1352635736537882629,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Limit_less_Life/status/1352635736537882629&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['Health']
1569020910203506691,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/SeilGedik11/status/1569020910203506691&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,"['Unemployment', 'Crime&justice']"
1569141033023176706,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mehmetcanakir6/status/1569141033023176706&entry.653903203=28339&usp=pp_url
",Negative,Yes,No,No,['nan']
1415032260571680768,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/savasxozkan/status/1415032260571680768&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['Sports']
1594570325815181313,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AK__YUREK/status/1594570325815181313&entry.653903203=28339&usp=pp_url
",Positive,No,Yes,No,['Nationalsecurity']
1597998852778647554,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nagis0101/status/1597998852778647554&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1445075713237917699,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/espirik31/status/1445075713237917699&entry.653903203=28339&usp=pp_url
",Neutral,Yes,No,No,['nan']
1596394245874647040,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/efendi_inan/status/1596394245874647040&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,Yes,['News']
1595165065527070721,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/snyyldzz/status/1595165065527070721&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['nan']
1596089598815633410,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BaharBeyazta1/status/1596089598815633410&entry.653903203=28339&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1588452263047069697,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mtfdan/status/1588452263047069697&entry.653903203=28339&usp=pp_url
",Negative,No,No,Yes,['News']
1367571642604544000,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BakiDiren/status/1367571642604544000&entry.653903203=28339&usp=pp_url
",Positive,No,No,No,['nan']
1593646162455691274,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/esERdam/status/1593646162455691274&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,"['Unemployment', 'Health']"
1375408516337389577,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Cnmai93/status/1375408516337389577&entry.653903203=28339&usp=pp_url
",Neutral,Yes,No,No,['Music&TV']
1584237621945192448,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mina3Yk/status/1584237621945192448&entry.653903203=28339&usp=pp_url
",Neutral,Yes,Yes,No,['Crime&justice']
1586361348421730306,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/emin_sedit/status/1586361348421730306&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['nan']
1578448632533028865,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/osman43026850/status/1578448632533028865&entry.653903203=28339&usp=pp_url
",Negative,Yes,Yes,No,['Education']
1556404834991063048,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Oxsi7/status/1556404834991063048&entry.653903203=28339&usp=pp_url
",Neutral,No,No,Yes,['nan']
1595346444441059332,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bbcturkce/status/1595346444441059332&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['News']
1565939529055444994,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/supisupi44/status/1565939529055444994&entry.653903203=28339&usp=pp_url
",Neutral,No,No,Yes,['nan']
1595759901149732864,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/yunus_onery/status/1595759901149732864&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['nan']
1593600524594675714,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/trkitaro1/status/1593600524594675714&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,Yes,['Democracy']
1591134795379396608,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nurayytugbaa/status/1591134795379396608&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1583477966373543936,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/tr3424910214991/status/1583477966373543936&entry.653903203=28339&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Election']"
1584594801680613376,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Atanacaksnf_22/status/1584594801680613376&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1570428119609139201,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HamitElKelle/status/1570428119609139201&entry.653903203=28339&usp=pp_url
",Negative,Yes,Yes,No,['Foreignpolicy']
1571955573004079104,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/eyt_bir_gasptir/status/1571955573004079104&entry.653903203=28339&usp=pp_url
",Negative,Yes,Yes,No,['Inflation&poverty']
1569589330544398336,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AhSuCilginUzman/status/1569589330544398336&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1596195129412427781,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/acikgoz_necla/status/1596195129412427781&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1595049063837229056,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/gunes_gazetesi/status/1595049063837229056&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['News']
1588915997859545089,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/MalcokFatih/status/1588915997859545089&entry.653903203=28339&usp=pp_url
",Negative,Yes,Yes,No,['Crime&justice']
1591987769802645505,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nkulunk/status/1591987769802645505&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['nan']
1553841781606948864,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bbsyavuz55/status/1553841781606948864&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Inflation&poverty']
1399687111234756612,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/aylin20443200/status/1399687111234756612&entry.653903203=28339&usp=pp_url
",Negative,No,No,No,['Music&TV']
1575090019504885768,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/sayinozanbey/status/1575090019504885768&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['nan']
1564332425580273665,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/savatuna001/status/1564332425580273665&entry.653903203=28339&usp=pp_url
",Negative,Yes,No,No,['nan']
1350830599540518917,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Seyfullah_krcn/status/1350830599540518917&entry.653903203=28339&usp=pp_url
",Positive,No,No,No,['Religion']
1554142234458611712,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/KK97060608/status/1554142234458611712&entry.653903203=28339&usp=pp_url
",Negative,Yes,Yes,No,['Unemployment']
1584680419760705536,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ZeynepD78287602/status/1584680419760705536&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,Yes,['Inflation&poverty']
1596528545085689858,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/scott0602/status/1596528545085689858&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,"['Economy', 'Inflation&poverty']"
1585634359612420101,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mustafasenol45/status/1585634359612420101&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Corruption']
1581180856013836288,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ArgacciumutUmut/status/1581180856013836288&entry.653903203=28339&usp=pp_url
",Neutral,No,No,Yes,['nan']
1583930853721186304,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/haserdemir1/status/1583930853721186304&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,Yes,['Democracy']
1434963357023473671,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/memoli_saruhan/status/1434963357023473671&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['Sports']
1588078219244232705,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Siirtanket/status/1588078219244232705&entry.653903203=28339&usp=pp_url
",Positive,No,Yes,No,['Foreignpolicy']
1585651759204208642,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Seyhannky/status/1585651759204208642&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1583469567351091202,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AhmetBiber27/status/1583469567351091202&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,"['Terrorism', 'Minorities&discrimination']"
1368506019450679296,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/oyqerdogan/status/1368506019450679296&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,No,['Crime&justice']
1584995978213400576,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hedefi_12den/status/1584995978213400576&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,No,['Unemployment']
1582482380014915584,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/RDog1953/status/1582482380014915584&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,Yes,['nan']
1586647493152047104,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hcelik3535/status/1586647493152047104&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Inflation&poverty']
1559505856395370496,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mirzafa72493628/status/1559505856395370496&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['nan']
1590944910597033984,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mirlivainsaat61/status/1590944910597033984&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,Yes,"['Economy', 'Inflation&poverty', 'Election']"
1588568792984346624,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Maviruh_/status/1588568792984346624&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,"['Unemployment', 'Education']"
1593649159009099777,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ahmetbaran70/status/1593649159009099777&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,Yes,['Economy']
1584612611160625152,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/tcedebiyats/status/1584612611160625152&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Election']
1590726812362952704,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Zeynep_karatas5/status/1590726812362952704&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1594271235260747776,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/cevval17/status/1594271235260747776&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['nan']
1442510621199659020,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/CEMLDAIDIR/status/1442510621199659020&entry.653903203=28339&usp=pp_url
",Positive,No,No,No,['nan']
1596934082683817984,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Esraaa500000/status/1596934082683817984&entry.653903203=28339&usp=pp_url
",Neutral,No,Yes,No,['Unemployment']
1381233978435321866,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/06_FB_EMRH/status/1381233978435321866&entry.653903203=28339&usp=pp_url
",Neutral,No,No,No,['Sports']
1571966189764579332,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ghostsolgiers/status/1571966189764579332&entry.653903203=28339&usp=pp_url
",Negative,No,Yes,Yes,['nan']
